YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,Soil type,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUPS
2015,Mysuru,42291,3193.4,39.0,Teelah,Basin,14.00,57.0,Coconut,1516,Kharif,Y2,High
2010,Mysuru,86,3020.8,42.0,Clay,Basin,63504.00,59.5,Cotton,45608,Kharif,Y2,High
2011,Mysuru,5797,3020.8,43.0,Clay,Basin,63931.00,55.0,Cotton,234581,Kharif,Y2,High
2012,Mysuru,3611,3020.8,43.0,Clay,Basin,73730.00,53.0,Cotton,646,Kharif,Y2,High
2013,Mysuru,4389,3696.0,27.0,Clay,Spray,118416.00,53.5,Coconut,43562,Kharif,Y2,High
2014,Mysuru,4437,3696.0,27.0,Clay,Spray,130132.00,52.5,Coconut,200000,Kharif,Y2,High
2015,Mysuru,4459,3696.0,27.0,Clay,Spray,154889.00,56.0,Coconut,4847,Kharif,Y2,High
2013,Mysuru,4765,3863.6,27.2,Clay,Spray,313547.00,55.0,Coconut,44235,Kharif,Y2,High
2014,Mysuru,4927,3863.6,27.2,Clay,Spray,2783.00,56.0,Coconut,203317,Kharif,Y2,High
2015,Mysuru,5278,3863.6,27.2,Clay,Spray,1533.00,54.0,Coconut,2134,Kharif,Y2,High
2013,Kasaragodu,7,3193.4,39.0,Clay loam,Spray,4479.00,52.5,Coconut,203317,Kharif,Y2,High
2014,Kasaragodu,26,3296.3,39.0,Clay loam,Spray,3699.00,56.0,Coconut,2134,Kharif,Y2,High
2015,Kasaragodu,1,3296.3,41.0,Clay loam,Spray,4904.00,57.0,Coconut,45186,Kharif,Y2,High
2010,Kasaragodu,14602,3020.8,132.0,Clay loam,Spray,61.00,54.0,Coconut,2134,Kharif,Y2,High
2011,Kasaragodu,15386,3696.0,133.0,Clay loam,Drip,67.00,53.0,Cocoa,45186,Kharif,Y2,High
2012,Kasaragodu,15761,3696.0,134.0,Clay loam,Drip,62.00,52.0,Cocoa,238542,Kharif,Y2,High
2013,Kasaragodu,15828,3696.0,135.0,Clay loam,Drip,32.00,51.0,Cocoa,1516,Kharif,Y2,High
2014,Kasaragodu,15994,3965.9,136.0,Clay loam,Drip,22.00,57.0,Cocoa,57259,Kharif,Y2,High
2015,Kasaragodu,16043,3965.9,137.0,Arid and Desert,Drip,25.00,57.0,Cocoa,234779,Kharif,Y2,High
2013,Raichur,1010,3625.6,143.0,Arid and Desert,Drip,841.00,56.6,Coffee,24848,Kharif,Y2,High
2014,Raichur,825,3625.6,144.0,Arid and Desert,Drip,3550.00,55.5,Coffee,761,Kharif,Y2,High
2015,Raichur,737,3905.0,145.0,Arid and Desert,Drip,109.00,58.5,Coffee,45608,Kharif,Y2,High
2010,Raichur,1969,3193.4,155.0,Loam,Drip,1868.00,55.0,Cardamum,203317,Kharif,Y2,High
2011,Raichur,1798,3193.4,156.0,Loam,Drip,127919.00,56.0,Cardamum,2134,Kharif,Y2,High
2012,Raichur,1805,3296.3,157.0,Loam,Drip,75340.00,54.0,Cardamum,45186,Kharif,Y2,High
2013,Raichur,1831,3296.3,158.0,Sandy loam,Drip,29170.00,58.0,Cardamum,238542,Kharif,Y2,High
2014,Raichur,1832,3296.3,159.0,Sandy loam,Drip,1901.00,58.0,Cardamum,1516,Kharif,Y2,High
2015,Raichur,1867,3875.1,160.0,Sandy loam,Drip,972.00,59.0,Cardamum,57259,Kharif,Y2,High
2013,Raichur,1321,3020.8,168.0,Sandy loam,Drip,4912.00,60.0,Cardamum,761,Kharif,Y2,High
2014,Gulbarga,511,3696.0,169.0,Sandy loam,Drip,3830.00,57.0,Cotton,45608,Kharif,Y2,High
2015,Gulbarga,366,3696.0,170.0,Sandy loam,Drip,4.00,57.0,Cotton,234581,Kharif,Y2,High
2010,Gulbarga,16,3625.6,180.0,Sandy loam,Basin,2404.00,52.5,Pepper,2134,Kharif,Y2,High
2011,Gulbarga,33,3905.0,181.0,Sandy loam,Basin,2805.00,56.0,Pepper,45186,Kharif,Y2,High
2012,Gulbarga,32,3905.0,182.0,Sandy loam,Basin,2331.00,57.0,Pepper,238542,Kharif,Y2,High
2013,Gulbarga,5377,3905.0,183.0,Sandy loam,Basin,2088.00,57.5,Pepper,1516,Kharif,Y2,High
2014,Gulbarga,5968,4019.4,184.0,Arid and Desert,Basin,2628.00,57.0,Arecanut,200000,Kharif,Y2,High
2015,Gulbarga,6035,4019.4,185.0,Arid and Desert,Basin,1939.00,55.0,Arecanut,4847,Kharif,Y2,High
2014,Gulbarga,4209,3415.5,193.0,Arid and Desert,Basin,874.00,53.0,Arecanut,238542,Kharif,Y2,High
2015,Gulbarga,4323,3415.5,194.0,Arid and Desert,Basin,592.00,52.0,Arecanut,1516,Kharif,Y2,High
2010,Gulbarga,6,3875.1,204.0,Arid and Desert,Basin,12.00,55.5,Ginger,45608,Kharif,Y2,High
2011,Gulbarga,9,3875.1,205.0,Arid and Desert,Basin,2089.00,58.5,Ginger,234581,Kharif,Y2,High
2012,Madikeri,50,3875.1,206.0,Arid and Desert,Basin,2810.00,59.5,Ginger,646,Kharif,Y2,High
2013,Madikeri,61,4102.8,207.0,Arid and Desert,Basin,841.00,55.0,Ginger,43562,Kharif,Y2,High
2014,Madikeri,50,4102.8,208.0,Arid and Desert,Basin,3550.00,53.0,Ginger,200000,Kharif,Y2,High
2015,Madikeri,59,4102.8,209.0,Arid and Desert,Basin,109.00,53.5,Ginger,4847,Kharif,Y2,High
2013,Hassan,74,3965.9,42.0,Sandy loam,Drip,117825.84,56.6,Coconut,234581,Rabi,Y2,High
2014,Hassan,67,3863.6,42.0,Sandy loam,Drip,336.00,55.5,Coconut,646,Rabi,Y2,High
2015,Hassan,16,3863.6,43.0,Sandy loam,Drip,22594.00,58.5,Coconut,43562,Rabi,Y2,High
2010,Hassan,5567,4019.4,27.2,Sandy loam,Drip,110579.00,55.0,Coconut,238542,Rabi,Y2,High
2011,Hassan,10657,3415.5,37.0,Sandy loam,Basin,44313.00,54.0,Coconut,4847,Rabi,Y2,High
2015,Hassan,46251,3193.4,38.0,Sandy loam,Basin,57642.00,58.5,Coconut,44235,Rabi,Y2,High
2010,Hassan,1151,4102.8,41.0,Sandy loam,Basin,123.00,55.0,Coconut,249978,Rabi,Y2,High
2011,Hassan,11955,4102.8,42.0,River basins,Basin,19.00,56.0,Coconut,200000,Rabi,Y2,High
2012,Hassan,46907,3020.8,42.0,River basins,Basin,32.00,54.0,Coconut,4847,Rabi,Y2,High
2013,Hassan,653,3020.8,42.0,River basins,Basin,8.00,58.0,Coconut,51239,Rabi,Y2,High
2014,Hassan,11597,3020.8,43.0,River basins,Basin,50.00,58.0,Coconut,216396,Rabi,Y2,High
2015,Hassan,46061,3696.0,27.0,River basins,Basin,10.00,59.0,Coconut,2644,Rabi,Y2,High
2010,Hassan,131,3625.6,27.0,River basins,Basin,59777.00,57.0,Coconut,64409,Rabi,Y2,High
2011,Hassan,9819,3625.6,27.0,River basins,Basin,60528.00,54.0,Coconut,249978,Rabi,Y2,High
2012,Hassan,46220,3905.0,27.0,River basins,Basin,61126.00,54.5,Coconut,637,Rabi,Y2,High
2013,Hassan,144,3905.0,27.0,River basins,Basin,623687.00,56.6,Coconut,43311,Rabi,Y2,High
2014,Hassan,9821,3905.0,27.0,River basins,Basin,63504.00,55.5,Coconut,24848,Rabi,Y2,High
2015,Hassan,46218,4019.4,27.2,River basins,Basin,63931.00,58.5,Coconut,761,Rabi,Y2,High
2010,Hassan,185,3415.5,37.0,River basins,Spray,1533.00,55.0,Coconut,44235,Rabi,Y2,High
2011,Hassan,9830,3415.5,37.0,Alluvial,Spray,1647.00,56.0,Coconut,203317,Rabi,Y2,High
2014,Hassan,9651,3193.4,38.0,Alluvial,Spray,836.00,58.0,Coconut,238542,Rabi,Y2,High
2015,Hassan,46538,3193.4,39.0,Alluvial,Spray,806.00,59.0,Coconut,1516,Rabi,Y2,High
2010,Mangalore,139,3193.4,42.0,Alluvial,Spray,4247.00,57.0,Coconut,45608,Rabi,Y2,High
2011,Mangalore,9286,3296.3,42.0,Alluvial,Spray,3290.00,54.0,Coconut,234581,Rabi,Y2,High
2012,Mangalore,43275,3296.3,43.0,Alluvial,Spray,3138.00,54.5,Coconut,646,Rabi,Y2,High
2013,Mangalore,129,3296.3,43.0,Alluvial,Spray,3423.00,56.6,Coconut,43562,Rabi,Y2,High
2014,Mangalore,8355,3875.1,128.0,Alluvial,Spray,3899.00,55.5,Coconut,200000,Rabi,Y2,High
2015,Mangalore,42480,3875.1,129.0,Alluvial,Spray,4015.00,58.5,Coconut,4847,Rabi,Y2,High
2010,Mangalore,99,3696.0,139.0,Alluvial,Spray,167.00,55.0,Coconut,200000,Rabi,Y2,High
2011,Mangalore,6142,3965.9,140.0,Loam,Spray,71.00,56.0,Coconut,4847,Rabi,Y2,High
2012,Mangalore,38712,3965.9,141.0,Loam,Spray,52.00,54.0,Coconut,51239,Rabi,Y2,High
2013,Mangalore,86,3965.9,142.0,Loam,Spray,12.00,58.0,Coconut,216396,Rabi,Y2,High
2014,Mangalore,5797,3863.6,143.0,Loam,Spray,51.00,58.0,Coconut,2644,Rabi,Y2,High
2015,Mangalore,3611,3863.6,144.0,Loam,Spray,61.00,59.0,Coconut,44235,Rabi,Y2,High
2018,Hassan,16043,4102.8,39.0,Black cotton,Spray,4167.00,60.0,Groundnut,249978,Kharif,Y3,High
2016,Hassan,100,3625.6,27.0,Black cotton,Drip,1533.00,56.0,Blackgram,2644,Kharif,Y3,High
2017,Hassan,68,3625.6,27.0,Black cotton,Drip,1647.00,59.5,Blackgram,44235,Kharif,Y3,High
2018,Hassan,48,3625.6,27.0,Black cotton,Drip,975.00,55.0,Blackgram,203317,Kharif,Y3,High
2016,Hassan,1679,3415.5,27.2,Sandy,Drip,4247.00,59.0,Cashew,761,Kharif,Y3,High
2017,Hassan,1657,3415.5,27.2,Sandy,Drip,3290.00,50.0,Cashew,45608,Kharif,Y3,High
2018,Hassan,1619,3415.5,27.2,Sandy,Drip,3138.00,54.0,Cashew,234581,Kharif,Y3,High
2016,Hassan,16,3193.4,39.0,Sandy,Drip,167.00,54.0,Coconut,1516,Kharif,Y3,High
2017,Hassan,33,3193.4,39.0,Laterite,Drip,71.00,58.0,Coconut,200000,Kharif,Y3,High
2018,Hassan,32,3296.3,39.0,Laterite,Drip,52.00,58.0,Coconut,4847,Kharif,Y3,High
2019,Hassan,5377,3296.3,40.0,Laterite,Drip,2570.00,59.0,Coconut,51239,Kharif,Y3,High
2016,Hassan,3176,3696.0,27.0,Laterite,Basin,34153.00,55.0,Ginger,249978,Kharif,Y3,High
2017,Hassan,3284,3965.9,27.0,Laterite,Basin,132551.00,56.0,Ginger,637,Kharif,Y3,High
2018,Hassan,1237,3965.9,27.0,Laterite,Basin,338.00,54.0,Ginger,43311,Kharif,Y3,High
2016,Mangalore,11597,3296.3,27.2,Laterite,Drip,23456.00,56.0,Coconut,2644,Kharif,Y3,High
2017,Mangalore,46061,3296.3,27.0,Laterite,Drip,107809.00,54.0,Coconut,44235,Kharif,Y3,High
2018,Mangalore,421,3875.1,27.0,Laterite,Drip,1132.00,58.0,Coconut,203317,Kharif,Y3,High
2019,Mangalore,10657,3875.1,27.0,Laterite,Drip,23960.00,58.0,Coconut,2134,Kharif,Y3,High
2016,Mangalore,46218,3965.9,27.1,Laterite,Drip,124387.00,54.5,Coconut,45608,Kharif,Y3,High
2017,Kodagu,1151,3863.6,26.8,Laterite,Drip,343.00,56.6,Coconut,234581,Kharif,Y3,High
2018,Kodagu,11955,3863.6,26.8,Laterite,Drip,23099.00,55.5,Coconut,646,Kharif,Y3,High
2016,Kodagu,10657,4019.4,38.0,Laterite,Drip,21400.00,52.5,Coconut,2644,Kharif,Y3,High
2017,Kodagu,45878,4019.4,38.0,Laterite,Drip,122102.00,56.0,Coconut,44235,Kharif,Y3,High
2018,Kodagu,185,4019.4,39.0,Laterite,Drip,382.00,57.0,Coconut,203317,Kharif,Y3,High
2016,Kodagu,11955,3193.4,27.0,Laterite,Drip,17690.00,51.0,Coconut,761,Kharif,Y3,High
2017,Kodagu,46907,3193.4,27.0,Laterite,Basin,7157.00,57.0,Coconut,45608,Kharif,Y3,High
2018,Kodagu,653,3296.3,27.0,Laterite,Basin,8700.00,57.0,Coconut,234581,Kharif,Y3,High
2016,Mysuru,9830,4019.4,27.0,Alluvial,Basin,45820.00,55.5,Coconut,2644,Kharif,Y3,High
2017,Mysuru,46251,4019.4,27.0,Alluvial,Basin,49084.00,58.5,Coconut,44235,Kharif,Y3,High
2018,Mysuru,159,4019.4,27.0,Alluvial,Basin,86311.00,59.5,Coconut,203317,Kharif,Y3,High
2016,Mysuru,9286,3193.4,37.0,Loam,Basin,32.00,58.0,Coconut,216396,Kharif,Y3,High
2017,Mysuru,43275,3193.4,37.0,Loam,Basin,8.00,59.0,Coconut,2644,Kharif,Y3,High
2018,Mysuru,129,3296.3,37.0,Loam,Basin,50.00,50.0,Coconut,44235,Kharif,Y3,High
2019,Mysuru,8355,3296.3,38.0,Loam,Basin,10.00,54.0,Coconut,203317,Kharif,Y3,High
2016,Mysuru,93,3296.3,39.0,Teelah,Basin,56.00,57.0,Coconut,57259,Kharif,Y3,High
2017,Mysuru,7415,3296.3,40.0,Teelah,Basin,26.00,60.0,Coconut,234779,Kharif,Y3,High
2018,Mysuru,40107,3296.3,40.0,Teelah,Basin,98.00,57.0,Coconut,1493,Kharif,Y3,High
2016,Mysuru,4517,3965.9,27.0,Clay,Spray,171739.00,57.0,Coconut,51239,Kharif,Y3,High
2017,Mysuru,4614,3965.9,27.0,Clay,Spray,172475.00,57.5,Coconut,216396,Kharif,Y3,High
2018,Mysuru,4657,3965.9,27.0,Clay,Spray,177939.00,57.0,Coconut,2644,Kharif,Y3,High
2016,Mysuru,6325,3625.6,27.0,Clay,Spray,1647.00,58.0,Coconut,45186,Kharif,Y3,High
2017,Mysuru,6663,3625.6,27.0,Clay,Spray,975.00,58.0,Coconut,238542,Kharif,Y3,High
2018,Mysuru,6751,3625.6,27.0,Clay,Spray,2.00,59.0,Coconut,1516,Kharif,Y3,High
2016,Kasaragodu,15,3415.5,37.0,Clay,Spray,3290.00,56.6,Coconut,43562,Kharif,Y3,High
2017,Kasaragodu,3,3415.5,37.0,Clay,Spray,3138.00,55.5,Coconut,200000,Kharif,Y3,High
2018,Kasaragodu,8,3415.5,37.0,Clay,Spray,3423.00,58.5,Coconut,4847,Kharif,Y3,High
2017,Kasaragodu,4,3193.4,38.0,Clay loam,Spray,4279.00,53.0,Coconut,2644,Kharif,Y3,High
2018,Kasaragodu,14,3193.4,39.0,Clay loam,Spray,4167.00,53.5,Coconut,44235,Kharif,Y3,High
2016,Kasaragodu,12362,3296.3,42.0,Clay loam,Spray,2821.00,57.5,Coconut,238542,Kharif,Y3,High
2017,Kasaragodu,12603,3875.1,42.0,Clay loam,Spray,3472.00,57.0,Coconut,1516,Kharif,Y3,High
2018,Kasaragodu,12761,3875.1,42.0,Clay loam,Spray,3647.00,55.0,Coconut,200000,Kharif,Y3,High
2016,Kasaragodu,2832,3965.9,138.0,Arid and Desert,Drip,4.00,60.0,Cocoa,1493,Kharif,Y3,High
2017,Raichur,2320,3863.6,139.0,Arid and Desert,Drip,9.00,57.0,Coffee,64409,Kharif,Y3,High
2016,Raichur,1432,3863.6,140.0,Arid and Desert,Drip,12.00,57.0,Coffee,249978,Kharif,Y3,High
2017,Raichur,1168,3863.6,141.0,Arid and Desert,Drip,2089.00,54.0,Coffee,637,Kharif,Y3,High
2018,Raichur,4,3625.6,142.0,Arid and Desert,Drip,2810.00,54.5,Coffee,43311,Kharif,Y3,High
2016,Raichur,557,3905.0,146.0,Arid and Desert,Drip,3368.00,59.5,Coffee,234581,Kharif,Y3,High
2017,Raichur,352,3905.0,147.0,Arid and Desert,Drip,3671.00,55.0,Coffee,646,Kharif,Y3,High
2018,Raichur,190,4019.4,148.0,Loam,Drip,2404.00,53.0,Coffee,43562,Kharif,Y3,High
2016,Raichur,1914,3875.1,161.0,Sandy loam,Drip,874.00,50.0,Cardamum,234779,Kharif,Y3,High
2017,Raichur,1881,3875.1,162.0,Sandy loam,Drip,592.00,54.0,Cardamum,1493,Kharif,Y3,High
2016,Raichur,1853,4102.8,163.0,Sandy loam,Drip,864.00,53.0,Cardamum,64409,Kharif,Y3,High
2017,Raichur,1845,4102.8,164.0,Sandy loam,Drip,5373.00,52.0,Cardamum,249978,Kharif,Y3,High
2016,Raichur,1679,4102.8,165.0,Sandy loam,Drip,6589.00,51.0,Cardamum,637,Kharif,Y3,High
2017,Raichur,1657,3020.8,166.0,Sandy loam,Drip,5107.00,57.0,Cardamum,43311,Kharif,Y3,High
2018,Raichur,1619,3020.8,167.0,Sandy loam,Drip,5518.00,57.0,Cardamum,24848,Kharif,Y3,High
2016,Gulbarga,159,3696.0,171.0,Sandy loam,Drip,9.00,54.0,Cotton,646,Kharif,Y3,High
2017,Gulbarga,46,3965.9,172.0,Sandy loam,Drip,12.00,54.5,Cotton,43562,Kharif,Y3,High
2018,Gulbarga,156,3965.9,173.0,Sandy loam,Drip,2089.00,56.6,Pepper,200000,Kharif,Y3,High
2016,Gulbarga,5288,4019.4,186.0,Arid and Desert,Basin,1871.00,56.0,Arecanut,51239,Kharif,Y3,High
2016,Gulbarga,3365,3415.5,195.0,Arid and Desert,Basin,864.00,51.0,Arecanut,57259,Kharif,Y3,High
2016,Madikeri,50,3020.8,210.0,Arid and Desert,Basin,3368.00,52.5,Ginger,51239,Kharif,Y3,High
2017,Madikeri,38,3020.8,211.0,Arid and Desert,Basin,3671.00,56.0,Ginger,216396,Kharif,Y3,High
2016,Hassan,33,3863.6,43.0,Sandy loam,Drip,116481.07,59.5,Coconut,200000,Rabi,Y3,High
2017,Hassan,32,3625.6,27.0,Sandy loam,Drip,316.00,55.0,Coconut,4847,Rabi,Y3,High
2018,Hassan,5377,3625.6,27.0,Sandy loam,Drip,21400.00,53.0,Coconut,51239,Rabi,Y3,High
2017,Hassan,3284,3415.5,27.2,Sandy loam,Drip,283.00,54.0,Coconut,637,Rabi,Y3,High
2018,Hassan,1237,3415.5,27.2,Sandy loam,Drip,17690.00,53.0,Coconut,43311,Rabi,Y3,High
2016,Hassan,159,3193.4,38.0,Sandy loam,Basin,58405.00,59.5,Coconut,203317,Rabi,Y3,High
2017,Hassan,9651,3193.4,39.0,Sandy loam,Basin,60751.00,55.0,Coconut,2134,Rabi,Y3,High
2018,Hassan,46538,3296.3,39.0,Sandy loam,Basin,109506.00,53.0,Coconut,45186,Rabi,Y3,High
2016,Hassan,421,3696.0,27.0,River basins,Basin,29.00,50.0,Coconut,44235,Rabi,Y3,High
2017,Hassan,10657,3696.0,27.0,River basins,Basin,44.00,54.0,Coconut,203317,Rabi,Y3,High
2018,Hassan,45878,3965.9,27.0,River basins,Basin,33.00,53.0,Coconut,2134,Rabi,Y3,High
2016,Hassan,1151,4019.4,27.2,River basins,Basin,73730.00,59.5,Coconut,45608,Rabi,Y3,High
2017,Hassan,11955,4019.4,27.2,River basins,Basin,118416.00,55.0,Coconut,234581,Rabi,Y3,High
2016,Mangalore,131,3193.4,39.0,Alluvial,Spray,880.00,50.0,Coconut,57259,Rabi,Y3,High
2017,Mangalore,9819,3296.3,39.0,Alluvial,Spray,770.00,54.0,Coconut,234779,Rabi,Y3,High
2018,Mangalore,46220,3296.3,40.0,Alluvial,Spray,395.00,53.0,Coconut,1493,Rabi,Y3,High
2016,Mangalore,142,3875.1,130.0,Alluvial,Spray,4279.00,59.5,Coconut,51239,Rabi,Y3,High
2017,Mangalore,8084,4102.8,131.0,Alluvial,Spray,4167.00,55.0,Coconut,216396,Rabi,Y3,High
2018,Mangalore,42291,4102.8,132.0,Alluvial,Spray,4479.00,53.0,Coconut,2644,Rabi,Y3,High
2016,Mangalore,4389,3863.6,27.0,Loam,Spray,67.00,50.0,Coconut,203317,Rabi,Y3,High
2017,Mangalore,4437,3625.6,27.0,Loam,Spray,62.00,54.0,Coconut,2134,Rabi,Y3,High
2018,Mangalore,4459,3625.6,27.0,Loam,Drip,32.00,53.0,Cocoa,45186,Rabi,Y3,High
2010,Mangalore,6325,4019.4,27.0,Loam,Drip,2810.00,57.0,Coffee,249978,Rabi,Y2,High
2010,Mangalore,15,3296.3,37.0,Sandy loam,Drip,75340.00,55.0,Cardamum,203317,Rabi,Y2,High
2011,Mangalore,3,3296.3,37.0,Sandy loam,Drip,29170.00,56.0,Cardamum,2134,Rabi,Y2,High
2012,Mangalore,8,3296.3,37.0,Sandy loam,Drip,1901.00,54.0,Cardamum,45186,Rabi,Y2,High
2013,Mangalore,19,3875.1,38.0,Sandy loam,Drip,972.00,58.0,Cardamum,238542,Rabi,Y2,High
2014,Mangalore,10,3875.1,38.0,Sandy loam,Drip,874.00,58.0,Cardamum,1516,Rabi,Y2,High
2015,Mangalore,4,3875.1,38.0,Clay loam,Drip,592.00,59.0,Cardamum,57259,Rabi,Y2,High
2010,Mangalore,13388,4102.8,42.0,Laterite,Drip,12.00,57.0,Pepper,234581,Rabi,Y2,High
2011,Mangalore,13478,4102.8,42.0,Laterite,Drip,2089.00,54.0,Pepper,646,Rabi,Y2,High
2012,Mangalore,13508,4102.8,42.0,Laterite,Drip,2810.00,54.5,Pepper,43562,Rabi,Y2,High
2013,Mangalore,13603,3020.8,43.0,Laterite,Drip,841.00,56.6,Pepper,200000,Rabi,Y2,High
2014,Mangalore,14602,3020.8,43.0,Laterite,Drip,3550.00,55.5,Pepper,4847,Rabi,Y2,High
2015,Mangalore,15386,3020.8,27.0,Laterite,Drip,109.00,58.5,Pepper,51239,Rabi,Y2,High
2010,Kodagu,1010,3625.6,27.0,Laterite,Basin,1868.00,55.0,Arecanut,4847,Rabi,Y2,High
2011,Kodagu,825,3625.6,27.0,Laterite,Basin,127919.00,56.0,Arecanut,51239,Rabi,Y2,High
2012,Kodagu,737,3625.6,27.0,Laterite,Basin,75340.00,54.0,Arecanut,216396,Rabi,Y2,High
2013,Kodagu,557,3905.0,27.0,Laterite,Basin,29170.00,58.0,Arecanut,2644,Rabi,Y2,High
2014,Kodagu,352,3905.0,27.0,Laterite,Basin,1901.00,58.0,Arecanut,44235,Rabi,Y2,High
2015,Kodagu,190,3905.0,27.2,Laterite,Basin,972.00,59.0,Arecanut,203317,Rabi,Y2,High
2010,Kodagu,1832,3415.5,37.0,Laterite,Basin,9.00,54.0,Ginger,43311,Rabi,Y2,High
2011,Kodagu,1867,3415.5,38.0,Laterite,Basin,12.00,54.5,Ginger,24848,Rabi,Y2,High
2014,Mysuru,1853,3193.4,39.0,Laterite,Basin,841.00,58.5,Ginger,234581,Rabi,Y2,High
2015,Mysuru,1845,3193.4,39.0,Laterite,Basin,3550.00,59.5,Ginger,646,Rabi,Y2,High
2012,Mysuru,1321,3296.3,40.0,Laterite,Basin,2404.00,52.5,Ginger,51239,Rabi,Y2,High
2013,Mysuru,511,3875.1,41.0,Laterite,Basin,2805.00,56.0,Ginger,216396,Rabi,Y2,High
2014,Mysuru,366,3875.1,41.0,Laterite,Basin,2331.00,57.0,Ginger,2644,Rabi,Y2,High
2015,Mysuru,159,3875.1,41.0,Laterite,Basin,2088.00,57.5,Ginger,44235,Rabi,Y2,High
2010,Kasaragodu,32,4102.8,27.2,Sandy loam,Spray,592.00,52.0,Tea,637,Rabi,Y2,High
2011,Kasaragodu,5377,4102.8,27.2,Sandy loam,Spray,864.00,51.0,Tea,43311,Rabi,Y2,High
2012,Kasaragodu,5968,3020.8,27.2,Sandy loam,Spray,5373.00,57.0,Tea,24848,Rabi,Y2,High
2013,Kasaragodu,6035,3020.8,27.0,Sandy loam,Spray,6589.00,57.0,Tea,761,Rabi,Y2,High
2014,Kasaragodu,5288,3020.8,27.0,Sandy loam,Spray,5107.00,60.0,Tea,45608,Rabi,Y2,High
2015,Kasaragodu,293,3696.0,27.0,Sandy loam,Spray,5518.00,57.0,Paddy,234581,Rabi,Y2,High
2011,Kasaragodu,5853,3965.9,27.2,Sandy loam,Spray,2783.00,56.6,Paddy,4847,Rabi,Y2,High
2012,Kasaragodu,4698,3193.4,27.2,Sandy loam,Spray,1533.00,55.5,Paddy,51239,Rabi,Y2,High
2013,Kasaragodu,4209,3193.4,27.2,Sandy loam,Spray,1647.00,58.5,Paddy,216396,Rabi,Y2,High
2014,Kasaragodu,4323,3193.4,27.1,Sandy loam,Spray,975.00,59.5,Paddy,2644,Rabi,Y2,High
2015,Kasaragodu,3365,3296.3,27.1,Sandy loam,Spray,2.00,55.0,Paddy,44235,Rabi,Y2,High
2010,Kasaragodu,9,3296.3,38.0,Sandy loam,Spray,71.00,54.0,Groundnut,2644,Rabi,Y2,High
2011,Kasaragodu,50,3296.3,39.0,Sandy loam,Spray,3961.00,58.0,Groundnut,44235,Rabi,Y2,High
2012,Kasaragodu,61,3296.3,39.0,Sandy loam,Spray,4247.00,58.0,Groundnut,203317,Rabi,Y2,High
2013,Kasaragodu,50,3875.1,39.0,Sandy loam,Spray,3290.00,59.0,Groundnut,2134,Rabi,Y2,High
2014,Kasaragodu,59,3875.1,40.0,Sandy loam,Spray,3138.00,50.0,Groundnut,45186,Rabi,Y2,High
2015,Kasaragodu,50,3875.1,40.0,Sandy loam,Spray,3423.00,54.0,Groundnut,238542,Rabi,Y2,High
2012,Raichur,185,3020.8,42.0,Sandy loam,Spray,3699.00,60.0,Groundnut,249978,Rabi,Y2,High
2013,Raichur,9830,3696.0,42.0,Sandy loam,Spray,4904.00,57.0,Blackgram,637,Rabi,Y2,High
2014,Raichur,46251,3696.0,43.0,Sandy loam,Spray,2821.00,57.0,Blackgram,43311,Rabi,Y2,High
2015,Raichur,159,3696.0,43.0,Sandy loam,Spray,3472.00,54.0,Blackgram,24848,Rabi,Y2,High
2010,Raichur,9455,3905.0,137.0,Black,Drip,975.00,56.0,Blackgram,2644,Rabi,Y2,High
2011,Raichur,45936,3905.0,138.0,Black,Drip,2.00,59.5,Blackgram,44235,Rabi,Y2,High
2012,Raichur,139,3905.0,139.0,Black,Drip,836.00,55.0,Blackgram,203317,Rabi,Y2,High
2013,Raichur,9286,4019.4,140.0,Black,Drip,806.00,53.0,Cashew,2134,Rabi,Y2,High
2014,Raichur,43275,4019.4,141.0,Black,Drip,880.00,53.5,Cashew,45186,Rabi,Y2,High
2015,Raichur,129,4019.4,142.0,Black,Drip,770.00,52.5,Cashew,238542,Rabi,Y2,High
2014,Gulbarga,7415,3415.5,27.0,Black,Drip,3961.00,54.0,Cashew,637,Rabi,Y2,High
2015,Gulbarga,40107,3415.5,27.0,Black,Drip,4247.00,58.0,Cashew,43311,Rabi,Y2,High
2010,Gulbarga,4389,3875.1,27.2,Red,Drip,4904.00,52.5,Coconut,216396,Rabi,Y2,High
2011,Gulbarga,4437,3875.1,27.2,Red,Drip,2821.00,56.0,Coconut,2644,Rabi,Y2,High
2012,Gulbarga,4459,3875.1,27.2,Red,Drip,3472.00,57.0,Coconut,44235,Rabi,Y2,High
2013,Gulbarga,4517,4102.8,27.1,Red,Drip,3647.00,57.5,Coconut,203317,Rabi,Y2,High
2014,Gulbarga,4614,4102.8,27.1,Red,Drip,393.00,57.0,Coconut,2134,Rabi,Y2,High
2015,Gulbarga,4657,4102.8,27.1,Red,Drip,167.00,55.0,Coconut,45186,Rabi,Y2,High
2013,Gulbarga,6325,3696.0,37.0,Red,Drip,27170.00,58.0,Coconut,4847,Rabi,Y2,High
2014,Gulbarga,6663,3696.0,37.0,Red,Drip,114744.00,59.0,Coconut,51239,Rabi,Y2,High
2015,Gulbarga,6751,3696.0,37.0,Red,Drip,1402.00,50.0,Ginger,216396,Rabi,Y2,High
